,name,accuracy,precision,recall,f1,duration_s
66,IoT_2020-AMF,99.72,99.85000000000001,97.52,98.65,16.532152891159058
67,IoT_2020-EFDT,98.95,96.2,93.89999999999999,95.02000000000001,4.428881883621216
68,IoT_2020-HAT,98.00999999999999,92.55,88.3,90.29,0.6454858779907227
69,IoT_2020-HTC,98.74000000000001,97.59,90.42999999999999,93.67999999999999,0.39545178413391113
70,IoT_2020-SGT,98.61,98.34,88.62,92.86,1.9673857688903809
71,IoT_2020-ADWIN-BA-HT,96.64,93.11,73.28,79.88,1.5024583339691162
72,IoT_2020-ADWIN-BO-HT,98.52,96.12,89.74,92.66,1.5309569835662842
73,IoT_2020-ADA-HT,99.4,99.03999999999999,95.3,97.09,1.3187119960784912
74,IoT_2020-BOLE-HT,99.24,98.17,94.64,96.32,1.513848066329956
75,IoT_2020-BAG-HT,98.77,98.11,90.31,93.82000000000001,1.1269152164459229
76,IoT_2020-LEVBAG-HT,99.42999999999999,99.38,95.32000000000001,97.25,5.6552040576934814
77,IoT_2020-SRP-HT,99.42999999999999,99.07000000000001,95.61,97.27,4.377691984176636
78,IoT_2020-SRP-ADWIN,99.45,99.71,95.19,97.33000000000001,4.527137994766235
79,IoT_2020-SRP-DDM,99.56,99.45,96.41,97.88,7.054193735122681
80,IoT_2020-ARF-ADWIN,99.61,99.48,96.88,98.14,0.98270583152771
81,IoT_2020-ARF-DDM,99.53999999999999,99.29,96.39999999999999,97.78999999999999,1.415349006652832
82,IoT_2020-AMF,99.77000000000001,99.88,97.98,98.91,16.546160221099854
83,IoT_2020-EFDT,99.0,96.53,94.08,95.26,4.440764904022217
84,IoT_2020-HAT,98.72,98.24000000000001,89.7,93.5,0.598107099533081
85,IoT_2020-HTC,98.74000000000001,97.59,90.42999999999999,93.67999999999999,0.39283013343811035
86,IoT_2020-SGT,98.61,98.34,88.62,92.86,2.1631650924682617
87,IoT_2020-ADWIN-BA-HT,96.8,94.36,74.09,80.87,1.4983577728271484
88,IoT_2020-ADWIN-BO-HT,98.54,96.28999999999999,89.75,92.74,1.5500242710113525
89,IoT_2020-ADA-HT,99.5,99.27,96.09,97.61999999999999,1.390002965927124
90,IoT_2020-BOLE-HT,99.18,96.09,96.36,96.22,1.4578711986541748
91,IoT_2020-BAG-HT,98.77,98.11,90.31,93.82000000000001,1.1610801219940186
92,IoT_2020-LEVBAG-HT,99.42999999999999,99.38,95.32000000000001,97.25,6.000104904174805
93,IoT_2020-SRP-HT,99.45,98.78,96.06,97.37,4.95930027961731
94,IoT_2020-SRP-ADWIN,99.45,99.71,95.19,97.33000000000001,4.502898216247559
95,IoT_2020-SRP-DDM,99.57000000000001,99.46000000000001,96.57,97.96000000000001,6.9667809009552
96,IoT_2020-ARF-ADWIN,99.63,99.65,96.88,98.22,1.0387499332427979
97,IoT_2020-ARF-DDM,99.63,99.49,97.03,98.22999999999999,1.4193248748779297
98,IoT_2020-AMF,99.77000000000001,99.88,97.98,98.91,16.513826847076416
99,IoT_2020-EFDT,99.02,96.67999999999999,94.08999999999999,95.34,4.087120056152344
100,IoT_2020-HAT,98.83,99.39,89.75,93.97999999999999,0.6119186878204346
101,IoT_2020-HTC,98.74000000000001,97.59,90.42999999999999,93.67999999999999,0.3984801769256592
102,IoT_2020-SGT,98.61,98.34,88.62,92.86,2.739737033843994
103,IoT_2020-ADWIN-BA-HT,95.5,95.16,61.3,67.13,1.473785161972046
104,IoT_2020-ADWIN-BO-HT,98.26,96.44,86.82,91.0,1.5051488876342773
105,IoT_2020-ADA-HT,99.83999999999999,99.77000000000001,98.75,99.25,1.3971760272979736
106,IoT_2020-BOLE-HT,99.53999999999999,98.83999999999999,96.84,97.81,1.4486150741577148
107,IoT_2020-BAG-HT,98.79,97.96000000000001,90.61,93.94,1.147819995880127
108,IoT_2020-LEVBAG-HT,99.42999999999999,99.38,95.32000000000001,97.25,5.7158191204071045
109,IoT_2020-SRP-HT,99.2,98.75,93.74,96.09,5.544874906539917
110,IoT_2020-SRP-ADWIN,99.45,99.71,95.19,97.33000000000001,4.662554979324341
111,IoT_2020-SRP-DDM,99.57000000000001,99.46000000000001,96.57,97.96000000000001,7.256515026092529
112,IoT_2020-ARF-ADWIN,99.66000000000001,99.67,97.2,98.4,1.0320429801940918
113,IoT_2020-ARF-DDM,99.64,99.5,97.19,98.31,1.3672137260437012
114,IoT_2020-AMF,99.82,99.91,98.45,99.16,16.690337896347046
115,IoT_2020-EFDT,99.13,98.08,93.7,95.77,4.142092943191528
116,IoT_2020-HAT,98.83,99.39,89.75,93.97999999999999,0.622222900390625
117,IoT_2020-HTC,98.74000000000001,97.59,90.42999999999999,93.67999999999999,0.3952491283416748
118,IoT_2020-SGT,98.61,98.34,88.62,92.86,2.116295099258423
119,IoT_2020-ADWIN-BA-HT,96.57,91.86999999999999,73.39,79.69000000000001,1.6959259510040283
120,IoT_2020-ADWIN-BO-HT,95.54,92.75999999999999,62.339999999999996,68.31,1.644711971282959
121,IoT_2020-ADA-HT,99.83999999999999,99.62,98.89,99.25,1.39737868309021
122,IoT_2020-BOLE-HT,99.7,99.09,98.09,98.59,1.509275197982788
123,IoT_2020-BAG-HT,98.9,98.05,91.53999999999999,94.53,1.1191680431365967
124,IoT_2020-LEVBAG-HT,99.42999999999999,99.38,95.32000000000001,97.25,5.6982481479644775
125,IoT_2020-SRP-HT,99.32,99.64,94.1,96.69,5.3503577709198
126,IoT_2020-SRP-ADWIN,99.47,99.72,95.34,97.42,4.541316032409668
127,IoT_2020-SRP-DDM,99.57000000000001,99.46000000000001,96.57,97.96000000000001,6.8382792472839355
128,IoT_2020-ARF-ADWIN,99.68,99.83,97.2,98.48,0.9973912239074707
129,IoT_2020-ARF-DDM,99.64,99.5,97.19,98.31,1.361659049987793
130,IoT_2020-AMF,99.88,99.92999999999999,98.91,99.42,16.639834880828857
131,IoT_2020-EFDT,98.92999999999999,96.31,93.60000000000001,94.91000000000001,4.184799671173096
132,IoT_2020-HAT,98.83,99.39,89.75,93.97999999999999,0.6106610298156738
133,IoT_2020-HTC,98.74000000000001,97.59,90.42999999999999,93.67999999999999,0.3949270248413086
134,IoT_2020-SGT,98.61,98.34,88.62,92.86,2.892061948776245
135,IoT_2020-ADWIN-BA-HT,97.1,93.28,77.9,83.72,1.5143396854400635
136,IoT_2020-ADWIN-BO-HT,97.81,92.55,86.15,89.05,1.7005159854888916
137,IoT_2020-ADA-HT,99.91,99.52,99.66000000000001,99.59,1.3915269374847412
138,IoT_2020-BOLE-HT,99.79,99.44,98.57000000000001,99.0,1.5047829151153564
139,IoT_2020-BAG-HT,98.92,98.06,91.69,94.62,1.1213140487670898
140,IoT_2020-LEVBAG-HT,99.42999999999999,99.38,95.32000000000001,97.25,5.699905157089233
141,IoT_2020-SRP-HT,99.42999999999999,99.7,95.03,97.24000000000001,4.932033061981201
142,IoT_2020-SRP-ADWIN,99.4,99.68,94.72,97.05,4.632249116897583
143,IoT_2020-SRP-DDM,99.61,99.48,96.88,98.14,6.898096084594727
144,IoT_2020-ARF-ADWIN,99.56,99.77000000000001,96.12,97.86,0.8396763801574707
145,IoT_2020-ARF-DDM,99.64,99.5,97.19,98.31,1.3747479915618896
146,IoT_2020-AMF,99.89,99.94,99.07000000000001,99.5,16.582189083099365
147,IoT_2020-EFDT,99.09,99.52,92.08,95.46,4.129943132400513
148,IoT_2020-HAT,98.83,99.39,89.75,93.97999999999999,0.6181237697601318
149,IoT_2020-HTC,98.74000000000001,97.59,90.42999999999999,93.67999999999999,0.3964579105377197
150,IoT_2020-SGT,98.61,98.34,88.62,92.86,2.606304168701172
151,IoT_2020-ADWIN-BA-HT,96.59,94.73,71.78999999999999,78.86,1.4889228343963623
152,IoT_2020-ADWIN-BO-HT,95.59,86.44,66.16,71.89,1.6361539363861084
153,IoT_2020-ADA-HT,99.86,99.48,99.2,99.33999999999999,1.3742449283599854
154,IoT_2020-BOLE-HT,99.7,99.24,97.94,98.58,1.54402494430542
155,IoT_2020-BAG-HT,98.92,98.06,91.69,94.62,1.1534831523895264
156,IoT_2020-LEVBAG-HT,99.42999999999999,99.38,95.32000000000001,97.25,5.660476207733154
157,IoT_2020-SRP-HT,99.59,99.63,96.57,98.05,4.703050136566162
158,IoT_2020-SRP-ADWIN,99.4,99.68,94.72,97.05,5.3562538623809814
159,IoT_2020-SRP-DDM,99.61,99.48,96.88,98.14,6.996881008148193
